,Actual Price,Predicted Price,new_host_acceptance_rate,host_is_superhost,room_type,bedrooms,beds,number_of_reviews,availability_365,neighbourhood_cleansed,neighbourhood_group_cleansed,id
128,228,191,60,f,Entire home/apt,1,1,0,346,Bukit Merah,Central Region,40928860
129,110,67,0,f,Private room,1,1,0,91,Kallang,Central Region,31807637
130,520,108,0,f,Private room,1,0,0,329,Bukit Merah,Central Region,45773596
131,98,85,73,t,Private room,2,2,28,159,Geylang,Central Region,22116641
132,90,92,91,t,Private room,1,1,32,254,Serangoon,North-East Region,16370834
133,200,162,65,f,Entire home/apt,0,1,2,0,Queenstown,Central Region,26199521
134,130,187,100,f,Entire home/apt,2,0,0,123,Geylang,Central Region,52745548
135,173,389,65,f,Entire home/apt,2,2,3,178,Singapore River,Central Region,22874441
136,55,48,65,f,Shared room,1,2,1,358,Ang Mo Kio,North-East Region,32604498
137,314,190,41,f,Entire home/apt,1,1,0,364,Novena,Central Region,25927281
138,102,117,96,f,Hotel room,1,1,3,141,Singapore River,Central Region,35469684
139,90,103,80,t,Private room,1,0,0,232,Downtown Core,Central Region,47774321
140,123,151,0,f,Private room,1,1,1,91,Downtown Core,Central Region,36129690
141,49,100,96,f,Hotel room,1,1,16,138,Singapore River,Central Region,35082329
142,1123,181,6,f,Entire home/apt,1,1,0,364,Kallang,Central Region,29545454
143,181,143,96,t,Entire home/apt,1,1,51,0,Kallang,Central Region,21854687
144,33,76,65,f,Hotel room,1,1,1,348,Bukit Merah,Central Region,35397761
145,55,97,97,f,Private room,1,1,3,330,Outram,Central Region,1261443
146,160,253,30,f,Entire home/apt,1,1,0,364,Clementi,West Region,42898181
147,300,86,65,f,Private room,1,1,1,0,Pasir Ris,East Region,28724933
148,38,103,50,f,Private room,1,1,0,172,Choa Chu Kang,West Region,52728790
149,223,194,30,f,Entire home/apt,2,2,0,364,Jurong East,West Region,43183219
150,34,61,50,t,Private room,1,1,83,241,Geylang,Central Region,11228389
151,145,181,30,f,Entire home/apt,1,1,0,364,Kallang,Central Region,43063719
152,144,99,100,t,Private room,1,1,25,364,Rochor,Central Region,43379899
153,59,59,81,f,Private room,1,1,2,333,Kallang,Central Region,17766467
154,134,88,71,f,Private room,1,1,1,359,Bukit Merah,Central Region,40708873
155,198,242,7,f,Entire home/apt,2,2,3,181,Novena,Central Region,40457664
156,25,44,13,f,Hotel room,1,10,1,365,Kallang,Central Region,28788262
157,78,214,100,f,Private room,0,1,1,87,Hougang,North-East Region,32351804
158,189,219,30,f,Entire home/apt,1,1,0,364,Queenstown,Central Region,51514416
159,77,83,100,f,Private room,1,1,2,365,Bukit Timah,Central Region,6547248
160,47,46,38,f,Hotel room,1,2,34,0,Kallang,Central Region,9143024
161,280,615,0,f,Entire home/apt,4,1,0,0,Tanglin,Central Region,49863210
162,60,70,0,f,Private room,1,3,0,268,Jurong East,West Region,21500323
163,70,87,65,f,Private room,1,1,27,85,Bedok,East Region,30571312
164,119,154,94,t,Entire home/apt,1,2,31,213,Bedok,East Region,18517165
165,307,175,99,t,Entire home/apt,1,2,39,30,Queenstown,Central Region,41482560
166,65,164,0,f,Entire home/apt,2,2,0,91,Bukit Batok,West Region,25899420
167,132,187,0,f,Entire home/apt,1,1,0,338,Downtown Core,Central Region,25364632
168,145,187,13,f,Private room,1,1,2,359,Downtown Core,Central Region,24763572
169,380,308,57,f,Entire home/apt,2,3,0,363,Queenstown,Central Region,43352653
170,157,159,89,t,Entire home/apt,1,1,2,0,Downtown Core,Central Region,40120214
171,79,69,0,f,Shared room,1,1,26,328,Downtown Core,Central Region,9055103
172,103,96,99,f,Private room,1,1,17,209,River Valley,Central Region,45854835
173,147,77,100,t,Entire home/apt,1,1,224,336,Geylang,Central Region,25793757
174,190,158,90,f,Entire home/apt,1,2,31,42,Outram,Central Region,25561906
175,266,121,74,t,Entire home/apt,1,2,7,58,Geylang,Central Region,48402783
176,190,191,41,f,Entire home/apt,1,1,0,267,Bukit Merah,Central Region,52136874
177,109,91,0,f,Private room,1,1,0,364,Serangoon,North-East Region,16213361
178,490,364,31,f,Entire home/apt,2,2,0,364,Orchard,Central Region,37814670
179,123,173,100,f,Hotel room,0,1,11,0,Downtown Core,Central Region,17929055
180,47,57,38,f,Hotel room,1,16,11,0,Kallang,Central Region,16183428
181,210,277,0,f,Entire home/apt,3,3,0,365,Jurong East,West Region,53420899
182,75,85,100,t,Private room,1,1,9,364,Bukit Merah,Central Region,7216716
183,125,156,96,f,Private room,0,1,2,261,Downtown Core,Central Region,46382569
184,150,67,23,f,Private room,1,2,0,0,Kallang,Central Region,4926192
185,208,239,7,f,Entire home/apt,3,3,0,166,Kallang,Central Region,40514374
186,156,190,96,f,Private room,0,2,0,355,Downtown Core,Central Region,46383430
187,378,118,65,f,Hotel room,1,6,2,269,Outram,Central Region,1678754
188,102,80,0,f,Private room,2,1,0,0,Kallang,Central Region,41848009
189,147,154,100,t,Entire home/apt,0,1,1,78,Outram,Central Region,37812795
190,80,76,84,f,Entire home/apt,1,1,130,69,Geylang,Central Region,6117032
191,68,98,84,f,Entire home/apt,1,1,71,55,Geylang,Central Region,12614519
192,98,165,65,f,Entire home/apt,0,3,5,365,Novena,Central Region,7312255
193,68,103,0,f,Private room,1,1,0,365,Downtown Core,Central Region,21050025
194,111,101,95,f,Private room,1,1,4,303,River Valley,Central Region,41340735
195,197,58,65,f,Private room,1,1,2,190,Geylang,Central Region,11071722
196,357,270,50,f,Entire home/apt,1,5,8,177,Geylang,Central Region,32245578
197,59,91,0,f,Private room,1,1,0,348,Sengkang,North-East Region,40487316
198,37,86,97,f,Private room,1,1,4,361,Bukit Merah,Central Region,32488562
199,505,394,74,t,Entire home/apt,4,5,47,60,Geylang,Central Region,35788857
200,475,391,30,f,Entire home/apt,2,2,1,364,Tanglin,Central Region,37313724
201,147,187,31,f,Entire home/apt,1,1,0,364,Downtown Core,Central Region,41970974
202,72,75,84,f,Entire home/apt,1,1,92,81,Geylang,Central Region,13418425
203,60,107,0,f,Private room,1,1,0,90,Novena,Central Region,14602011
204,359,103,0,f,Private room,1,14,4,328,Rochor,Central Region,34237286
205,105,165,0,f,Entire home/apt,0,1,0,346,Downtown Core,Central Region,38203576
206,180,294,30,f,Entire home/apt,2,2,0,364,Clementi,West Region,42898315
207,330,284,100,f,Entire home/apt,1,1,0,328,Orchard,Central Region,42337552
208,170,207,30,f,Entire home/apt,1,1,0,364,Outram,Central Region,43121186
209,120,174,84,f,Entire home/apt,2,2,14,90,Geylang,Central Region,13574617
210,141,102,82,f,Private room,1,1,2,215,Rochor,Central Region,13336054
211,729,110,100,f,Hotel room,1,3,1,360,Outram,Central Region,30385269
212,220,124,0,f,Private room,3,3,0,0,Outram,Central Region,45085208
213,60,62,89,f,Private room,1,1,5,359,Yishun,North Region,42545850
214,180,96,88,t,Private room,1,1,1,178,Bedok,East Region,16149105
215,280,336,91,t,Entire home/apt,3,3,49,54,Kallang,Central Region,33111749
216,119,158,70,f,Private room,1,1,4,354,Downtown Core,Central Region,26791337
217,100,66,94,t,Private room,1,3,13,329,Jurong West,West Region,31219674
218,29,111,0,f,Hotel room,1,8,47,144,Rochor,Central Region,34235543
219,90,78,84,f,Entire home/apt,1,1,77,70,Geylang,Central Region,4576362
220,400,387,31,f,Entire home/apt,2,2,0,364,River Valley,Central Region,41626102
221,27,62,94,t,Private room,1,1,2,345,Woodlands,North Region,36456243
222,63,63,100,f,Private room,1,1,3,126,Geylang,Central Region,36244182
223,214,111,0,f,Private room,1,1,0,365,Bedok,East Region,11616187
224,22,51,13,f,Hotel room,1,10,6,360,Kallang,Central Region,29319213
225,300,277,31,f,Entire home/apt,3,3,0,334,Jurong East,West Region,46589101
226,179,299,89,t,Entire home/apt,3,3,6,101,Novena,Central Region,30188702
227,188,210,61,f,Entire home/apt,2,2,0,314,Kallang,Central Region,52093376
228,490,181,31,f,Entire home/apt,1,1,0,364,Kallang,Central Region,44423031
229,120,71,0,f,Private room,1,1,0,88,Jurong West,West Region,20808482
230,60,103,0,f,Private room,1,1,0,365,Queenstown,Central Region,41250553
231,69,97,81,f,Private room,1,1,1,359,Outram,Central Region,35300740
232,50,66,65,f,Private room,1,1,15,0,Geylang,Central Region,32227139
233,19,43,0,f,Shared room,1,1,9,80,Queenstown,Central Region,17805144
234,50,106,0,f,Private room,1,1,0,91,Tanglin,Central Region,33238214
235,149,139,63,t,Entire home/apt,0,1,12,325,Bukit Merah,Central Region,5233415
236,126,103,96,f,Private room,1,1,0,338,Outram,Central Region,50944759
237,135,139,86,f,Hotel room,0,1,16,144,Orchard,Central Region,18675202
238,122,181,89,t,Entire home/apt,1,1,0,0,Kallang,Central Region,32344183
239,46,61,73,t,Private room,1,1,67,108,Geylang,Central Region,22666446
240,250,150,0,f,Entire home/apt,0,1,0,365,Bukit Merah,Central Region,45455628
241,98,62,65,f,Private room,1,2,13,295,Yishun,North Region,38361167
242,69,97,96,f,Private room,1,1,1,359,Outram,Central Region,45680876
243,145,187,89,t,Entire home/apt,1,1,0,0,Downtown Core,Central Region,30165138
244,105,128,84,t,Entire home/apt,0,1,16,319,River Valley,Central Region,19229162
245,810,387,30,f,Entire home/apt,2,3,0,364,River Valley,Central Region,53071840
246,83,86,65,f,Private room,1,1,80,91,Tampines,East Region,606784
247,428,344,60,f,Entire home/apt,3,6,0,359,Novena,Central Region,53508563
248,74,89,0,f,Shared room,1,2,0,133,Rochor,Central Region,45533430
249,260,171,100,t,Entire home/apt,0,1,3,264,Tanglin,Central Region,36747812
250,688,103,47,f,Private room,1,2,0,173,Downtown Core,Central Region,52414231
251,13,67,0,f,Private room,1,1,0,0,Ang Mo Kio,North-East Region,24849782
252,149,153,50,f,Private room,0,4,1,116,Outram,Central Region,29343018
253,90,92,67,f,Private room,1,1,99,301,Serangoon,North-East Region,6630341
254,195,108,100,f,Private room,1,1,0,361,Bukit Merah,Central Region,53836629
255,143,178,89,t,Entire home/apt,2,0,0,95,Bishan,Central Region,46058773
256,200,90,65,f,Private room,2,4,1,180,Ang Mo Kio,North-East Region,39825497
257,210,187,31,f,Entire home/apt,1,1,0,364,Downtown Core,Central Region,37572690
258,124,181,89,t,Entire home/apt,1,1,0,15,Kallang,Central Region,32476357
259,70,118,84,f,Entire home/apt,1,1,1,54,Geylang,Central Region,48860282
260,28,97,100,f,Hotel room,1,13,17,300,Outram,Central Region,13274598
261,290,197,100,t,Entire home/apt,1,1,39,108,Tanglin,Central Region,1229614
262,49,62,84,t,Private room,1,2,33,31,Geylang,Central Region,36216542
263,169,190,84,t,Entire home/apt,1,1,0,83,Novena,Central Region,53073961
264,252,193,30,f,Entire home/apt,0,1,0,364,River Valley,Central Region,45855332
265,52,83,77,f,Private room,1,1,20,341,Bukit Merah,Central Region,275343
266,162,145,100,f,Private room,0,3,0,0,Singapore River,Central Region,46753244
267,122,185,95,f,Entire home/apt,1,1,1,237,River Valley,Central Region,47423053
268,170,219,30,f,Entire home/apt,1,1,0,364,Rochor,Central Region,42945867
269,480,364,41,f,Entire home/apt,2,2,0,364,Orchard,Central Region,53390616
270,217,108,96,f,Private room,1,1,0,338,Rochor,Central Region,50986261
271,59,67,97,f,Private room,1,1,0,328,Kallang,Central Region,30940338
272,128,161,0,t,Entire home/apt,1,6,9,44,Bedok,East Region,4586160
273,22,82,0,f,Private room,1,1,0,346,Punggol,North-East Region,14324619
274,102,98,100,f,Private room,1,1,2,365,Sembawang,North Region,16881298
275,113,102,74,f,Entire home/apt,1,1,16,83,Geylang,Central Region,44121816
276,359,463,41,f,Entire home/apt,2,3,0,354,Singapore River,Central Region,52911736
277,550,518,41,f,Entire home/apt,3,4,0,364,Singapore River,Central Region,37646663
278,130,187,100,f,Entire home/apt,2,3,0,96,Geylang,Central Region,41919985
279,170,165,41,f,Entire home/apt,0,1,0,364,Downtown Core,Central Region,38171044
280,178,161,99,f,Entire home/apt,1,1,11,294,River Valley,Central Region,36516629
281,172,185,100,t,Entire home/apt,1,2,2,27,Outram,Central Region,39731410
282,165,197,89,t,Entire home/apt,2,2,2,0,Jurong West,West Region,38682873
283,65,295,0,f,Private room,0,1,0,365,Bukit Merah,Central Region,43313706
284,270,187,30,f,Entire home/apt,2,2,0,364,Geylang,Central Region,42933704
285,135,178,99,t,Private room,0,1,1,80,Downtown Core,Central Region,38136195
286,431,305,41,f,Entire home/apt,3,3,2,364,Novena,Central Region,23084195
287,54,56,81,f,Private room,1,1,1,328,Kallang,Central Region,21928795
288,229,53,65,f,Hotel room,1,8,4,0,Kallang,Central Region,35747289
289,73,90,84,f,Entire home/apt,0,1,12,90,Geylang,Central Region,13150852
290,355,187,88,f,Entire home/apt,1,1,1,348,Queenstown,Central Region,15919162
291,690,210,30,f,Entire home/apt,2,3,0,364,Kallang,Central Region,41419891
292,109,158,0,f,Private room,1,1,5,91,Downtown Core,Central Region,35237622
293,82,99,100,t,Private room,1,1,5,316,Tanglin,Central Region,26583889
294,89,131,59,t,Entire home/apt,1,1,98,335,Outram,Central Region,11865360
295,80,147,61,f,Entire home/apt,0,1,0,345,Kallang,Central Region,52709282
296,90,94,96,f,Private room,1,1,74,62,Tanglin,Central Region,12687038
297,140,96,84,t,Private room,1,1,1,340,Bedok,East Region,43359359
298,74,89,0,f,Shared room,1,2,0,133,Rochor,Central Region,45533882
299,252,161,100,f,Hotel room,0,2,3,0,Downtown Core,Central Region,17929054
300,160,152,96,t,Entire home/apt,1,1,27,0,Kallang,Central Region,32114293
301,150,88,65,f,Private room,1,2,2,178,Bukit Merah,Central Region,833289
302,346,222,100,f,Entire home/apt,2,3,0,0,Hougang,North-East Region,46057791
303,150,159,97,f,Entire home/apt,1,1,2,330,Downtown Core,Central Region,50404949
304,63,94,0,t,Private room,1,1,25,0,Marine Parade,Central Region,40881888
305,27,123,50,f,Hotel room,1,10,11,116,Outram,Central Region,16524551
306,93,108,84,f,Entire home/apt,0,1,13,78,Outram,Central Region,9017107
307,80,111,0,f,Private room,1,2,0,0,Bedok,East Region,22402277
308,320,123,65,f,Hotel room,1,1,7,301,Outram,Central Region,31960810
309,200,96,88,t,Private room,1,2,1,55,Bedok,East Region,16149684
310,55,103,81,f,Private room,1,1,0,330,Outram,Central Region,23080358
311,64,136,65,f,Entire home/apt,1,1,19,0,Hougang,North-East Region,9476931
312,169,190,0,f,Entire home/apt,1,1,0,355,Novena,Central Region,50979516
313,658,110,96,t,Private room,1,1,1,89,Southern Islands,Central Region,49409523
314,210,331,75,t,Entire home/apt,3,5,4,226,Tampines,East Region,15589669
315,88,121,84,f,Entire home/apt,1,1,7,49,Geylang,Central Region,34943627
316,179,251,89,t,Entire home/apt,2,2,1,0,Downtown Core,Central Region,40692679
317,49,64,91,t,Private room,1,1,3,0,Kallang,Central Region,38935611
318,220,194,30,f,Entire home/apt,2,2,0,364,Jurong East,West Region,50537862
319,60,68,65,f,Private room,1,1,3,179,Choa Chu Kang,West Region,21419965
320,118,152,0,f,Private room,0,2,4,176,Downtown Core,Central Region,40213569
321,332,463,30,f,Entire home/apt,2,2,0,350,Singapore River,Central Region,52392533
322,49,80,81,f,Private room,1,1,0,328,Geylang,Central Region,43108706
323,69,103,91,t,Private room,1,1,0,328,Outram,Central Region,1710048
324,145,80,0,f,Private room,1,1,0,0,Geylang,Central Region,14954546
325,260,190,41,f,Entire home/apt,1,1,0,347,Novena,Central Region,53000749
326,60,95,65,f,Private room,1,1,2,174,Bedok,East Region,1902793
327,227,191,30,f,Entire home/apt,1,0,0,364,Bukit Merah,Central Region,40313848
328,118,108,0,t,Private room,1,1,0,365,Bukit Merah,Central Region,40687175
329,140,70,65,f,Private room,1,3,1,0,Central Water Catchment,North Region,28967232
330,118,149,99,f,Entire home/apt,1,1,16,84,Kallang,Central Region,36808814
331,431,308,41,f,Entire home/apt,3,3,0,363,Clementi,West Region,38471875
332,100,151,0,f,Private room,1,1,1,365,Downtown Core,Central Region,11282735
333,150,210,100,f,Entire home/apt,2,3,0,146,Kallang,Central Region,38359537
334,398,65,33,f,Private room,1,14,4,328,Kallang,Central Region,16112614
335,345,235,30,f,Entire home/apt,2,2,2,358,Novena,Central Region,25985995
336,120,99,13,f,Private room,1,1,6,175,Novena,Central Region,37986233
337,234,195,91,t,Entire home/apt,2,2,68,43,Kallang,Central Region,33108041
338,85,73,100,f,Private room,1,1,0,27,Woodlands,North Region,36785495
339,245,177,2,f,Entire home/apt,1,2,1,359,Kallang,Central Region,16677104
340,307,170,99,t,Entire home/apt,1,2,43,27,Queenstown,Central Region,41481981
341,59,67,96,f,Private room,1,1,0,328,Kallang,Central Region,37367374
342,56,84,65,f,Private room,1,1,30,270,Bedok,East Region,31886652
343,147,120,89,t,Entire home/apt,1,2,0,0,Geylang,Central Region,50016770
344,155,163,71,f,Entire home/apt,1,1,2,360,Bukit Merah,Central Region,40809447
345,130,120,86,f,Hotel room,1,1,12,123,River Valley,Central Region,16848828
346,200,245,41,f,Entire home/apt,1,1,0,364,Tanglin,Central Region,43160385
347,300,66,50,f,Private room,1,16,7,116,Kallang,Central Region,9269981
348,50,86,75,f,Private room,2,2,95,98,Bedok,East Region,9320962
349,162,120,41,f,Entire home/apt,1,2,0,364,Geylang,Central Region,51462386
350,40,74,0,f,Private room,1,1,1,363,Bukit Batok,West Region,16503238
351,250,71,65,f,Private room,1,2,1,358,Bukit Panjang,West Region,12317780
352,72,109,33,f,Entire home/apt,0,1,0,365,Punggol,North-East Region,53669943
353,60,108,0,f,Private room,1,1,0,0,Bukit Merah,Central Region,1611318
354,42,54,0,f,Private room,0,2,141,116,Bedok,East Region,16502098
355,485,367,41,f,Entire home/apt,3,3,0,364,Queenstown,Central Region,40412729
356,155,156,71,f,Entire home/apt,1,1,6,328,Bukit Merah,Central Region,40809914
357,988,114,0,f,Hotel room,1,4,0,315,Rochor,Central Region,25953564
358,49,67,97,f,Private room,1,1,0,0,Kallang,Central Region,49428269
359,90,87,65,f,Private room,1,1,19,85,Bedok,East Region,20397202
360,3200,1084,30,f,Entire home/apt,2,3,0,364,Southern Islands,Central Region,42932845
361,69,99,65,f,Private room,1,1,1,364,Novena,Central Region,16213146
362,165,103,91,f,Private room,1,1,0,359,Outram,Central Region,48743492
363,88,74,100,f,Private room,1,1,1,360,Bukit Batok,West Region,14582945
364,39,80,97,f,Private room,1,1,0,328,Geylang,Central Region,24569607
365,527,114,0,f,Private room,1,1,0,0,Southern Islands,Central Region,23654288
366,2500,456,98,f,Entire home/apt,3,4,55,90,Bukit Merah,Central Region,20247516
367,90,61,65,f,Private room,1,2,168,0,Geylang,Central Region,4926634
368,432,373,30,f,Entire home/apt,3,3,5,364,Queenstown,Central Region,25877353
369,90,121,84,f,Entire home/apt,0,1,0,90,Geylang,Central Region,49835369
370,78,111,0,f,Private room,1,1,0,363,Bedok,East Region,5406502
371,94,65,36,f,Private room,1,1,25,299,Geylang,Central Region,6300577
372,152,222,99,f,Entire home/apt,1,1,0,269,River Valley,Central Region,50892171
373,69,97,91,t,Private room,1,1,1,359,Outram,Central Region,6317686
374,320,235,0,f,Private room,0,2,0,0,Kallang,Central Region,23968828
375,441,110,65,f,Hotel room,1,7,1,269,Outram,Central Region,8914905
376,1600,939,0,f,Private room,0,1,0,178,Novena,Central Region,22786686
377,49,43,0,f,Shared room,1,10,12,328,Rochor,Central Region,34692602
378,47,102,0,f,Private room,1,1,0,94,Newton,Central Region,44036899
379,200,103,0,f,Private room,1,0,0,363,Downtown Core,Central Region,40634584
380,155,103,99,t,Private room,1,1,0,5,Museum,Central Region,40930074
381,250,101,60,f,Private room,1,1,1,84,River Valley,Central Region,41611248
382,29,123,65,f,Hotel room,1,1,7,0,Outram,Central Region,24511491
383,140,91,0,f,Private room,1,1,0,90,Sengkang,North-East Region,35216924
384,90,95,65,f,Private room,1,1,2,85,Bedok,East Region,31094939
385,157,158,25,f,Private room,1,1,5,360,Downtown Core,Central Region,38965851
386,366,354,93,t,Entire home/apt,2,3,120,79,Newton,Central Region,23446208
387,156,178,96,f,Private room,0,2,1,354,Downtown Core,Central Region,46384314
388,228,133,63,t,Entire home/apt,0,1,3,357,Bukit Merah,Central Region,5446857
389,41,80,91,t,Private room,1,1,0,358,Geylang,Central Region,24222226
390,140,74,100,f,Private room,1,2,0,179,Bukit Batok,West Region,44294078
391,88,120,84,f,Entire home/apt,1,1,0,67,Geylang,Central Region,38592775
392,250,61,65,f,Private room,1,2,54,365,Jurong West,West Region,5540894
393,88,151,80,t,Private room,1,0,1,326,Downtown Core,Central Region,48098802
394,380,337,31,f,Entire home/apt,3,3,1,364,Central Water Catchment,North Region,46669109
395,650,90,0,f,Private room,1,1,0,365,Pasir Ris,East Region,43092034
396,288,252,7,f,Entire home/apt,3,3,0,181,Geylang,Central Region,41566799
397,199,101,100,f,Hotel room,1,1,95,96,Outram,Central Region,22021293
398,39,80,97,f,Private room,1,1,0,328,Geylang,Central Region,34909010
399,255,158,96,f,Entire home/apt,1,2,25,55,Outram,Central Region,43792252
400,220,141,83,f,Entire home/apt,2,5,4,0,Bedok,East Region,40048607
401,213,151,100,t,Entire home/apt,0,1,2,0,Outram,Central Region,37579558
402,88,65,0,f,Private room,1,1,9,361,Hougang,North-East Region,3034137
403,349,145,84,t,Private room,0,1,0,351,Singapore River,Central Region,51931255
404,266,156,100,t,Entire home/apt,0,1,4,354,Novena,Central Region,47295777
405,200,254,97,f,Entire home/apt,2,2,0,300,Downtown Core,Central Region,50405054
406,119,175,0,f,Entire home/apt,2,3,0,0,Marine Parade,Central Region,11626258
407,74,106,84,f,Entire home/apt,1,1,65,90,Geylang,Central Region,6431505
408,51,124,100,f,Entire home/apt,0,1,1,0,Bedok,East Region,41052344
409,333,145,84,t,Private room,0,1,0,355,Singapore River,Central Region,51660574
410,118,229,0,f,Entire home/apt,3,4,0,0,Serangoon,North-East Region,49376733
411,250,91,65,t,Private room,1,1,70,0,Marine Parade,Central Region,756267
412,251,130,100,t,Entire home/apt,0,1,20,359,Novena,Central Region,47295315
413,71,56,75,f,Private room,1,4,1,345,Kallang,Central Region,43328947
414,69,103,91,t,Private room,1,1,0,359,Outram,Central Region,9397355
415,40,82,0,f,Private room,1,2,0,0,Punggol,North-East Region,16249496
416,545,267,25,f,Entire home/apt,2,2,3,91,Downtown Core,Central Region,38951604
417,65,98,65,f,Private room,1,1,2,358,Novena,Central Region,22726244
418,133,131,84,t,Private room,0,1,0,359,Rochor,Central Region,52575637
419,124,156,89,t,Entire home/apt,1,1,4,0,Downtown Core,Central Region,33347361
420,265,308,31,f,Entire home/apt,2,2,0,364,Queenstown,Central Region,53346651
421,639,447,0,f,Entire home/apt,3,4,0,311,River Valley,Central Region,46475821
422,87,89,100,f,Shared room,1,1,0,301,Rochor,Central Region,31002918
423,82,111,84,f,Entire home/apt,1,1,42,77,Geylang,Central Region,5739284
424,320,392,100,t,Entire home/apt,2,2,16,103,Tanglin,Central Region,4450681
425,200,144,99,f,Entire home/apt,1,3,62,349,River Valley,Central Region,41314524
426,525,364,41,f,Entire home/apt,2,2,0,364,Orchard,Central Region,39404880
427,500,439,41,f,Entire home/apt,2,4,0,364,Tanglin,Central Region,38915453
428,110,92,13,f,Private room,1,1,4,365,Bedok,East Region,23951500
429,130,93,84,t,Private room,1,1,8,165,Bedok,East Region,8111502
430,253,126,13,f,Private room,3,3,0,365,Bedok,East Region,24002985
431,30,69,65,f,Private room,1,1,3,234,Bukit Panjang,West Region,40663631
432,245,142,31,f,Entire home/apt,1,1,0,90,Jurong East,West Region,48082868
433,65,103,0,f,Private room,1,1,0,365,Downtown Core,Central Region,25306072
434,49,67,81,f,Private room,1,1,0,333,Kallang,Central Region,42693235
435,140,284,0,f,Entire home/apt,1,1,0,365,Orchard,Central Region,26286378
436,117,125,0,f,Private room,0,1,0,365,Bedok,East Region,22330042
437,130,92,84,t,Private room,1,1,5,179,Bedok,East Region,16260783
438,39,58,96,f,Private room,1,1,2,328,Geylang,Central Region,30878734
439,88,207,100,f,Entire home/apt,1,1,9,356,Serangoon,North-East Region,12940550
440,150,97,0,f,Private room,1,1,2,364,Marine Parade,Central Region,9986864
441,270,150,41,f,Entire home/apt,0,2,0,364,Bukit Merah,Central Region,47736858
442,80,95,65,t,Private room,1,1,2,358,Bedok,East Region,27581596
443,228,239,7,f,Entire home/apt,3,3,0,365,Kallang,Central Region,40544836
444,125,190,96,f,Private room,0,1,0,268,Downtown Core,Central Region,46383076
445,65,89,50,f,Private room,1,1,0,84,Clementi,West Region,35742330
446,80,115,84,f,Entire home/apt,0,1,9,28,Outram,Central Region,9075438
447,109,101,65,t,Private room,1,1,145,176,Rochor,Central Region,10819460
448,100,107,41,f,Private room,1,1,0,364,Novena,Central Region,44580290
449,88,98,100,f,Private room,1,1,12,357,Outram,Central Region,34454047
450,80,80,100,f,Private room,1,1,0,126,Geylang,Central Region,52699925
451,76,66,100,t,Private room,1,1,15,288,Kallang,Central Region,6638508
452,175,187,31,f,Entire home/apt,1,1,0,364,Downtown Core,Central Region,45491502
453,119,77,74,f,Entire home/apt,1,3,179,345,Geylang,Central Region,9901369
454,326,99,50,f,Private room,1,2,1,365,Serangoon,North-East Region,53317101
455,221,194,41,f,Entire home/apt,2,2,0,364,Jurong East,West Region,48531971
456,122,185,97,f,Entire home/apt,1,1,1,209,River Valley,Central Region,47490384
457,69,97,97,f,Private room,1,1,2,359,Outram,Central Region,14577360
458,69,66,82,f,Private room,1,1,7,346,Jurong East,West Region,20628822
459,84,142,85,t,Entire home/apt,1,1,294,55,Rochor,Central Region,5377342
460,145,310,24,f,Entire home/apt,2,2,0,329,Novena,Central Region,45536858
461,211,123,0,f,Hotel room,1,1,8,359,Outram,Central Region,32370549
462,160,74,0,f,Private room,1,1,17,89,Bukit Batok,West Region,16462052
463,168,161,90,f,Entire home/apt,1,1,13,41,Outram,Central Region,25981021
464,261,120,96,f,Hotel room,1,2,2,121,Rochor,Central Region,39014610
465,108,89,0,f,Private room,1,1,1,358,Bishan,Central Region,6253881
466,155,182,99,t,Entire home/apt,1,1,2,74,Rochor,Central Region,50822918
467,80,92,70,t,Entire home/apt,1,1,61,112,Geylang,Central Region,2838555
468,155,159,99,t,Entire home/apt,1,1,17,79,Rochor,Central Region,21015876
469,195,210,31,f,Entire home/apt,2,2,0,364,Kallang,Central Region,48192343
470,159,189,75,f,Entire home/apt,2,2,113,300,Marine Parade,Central Region,16620686
471,165,88,100,f,Private room,1,1,2,263,Bukit Merah,Central Region,5116961
472,140,190,90,f,Entire home/apt,1,1,0,286,Novena,Central Region,53270162
473,260,186,100,t,Entire home/apt,1,1,28,106,Tanglin,Central Region,1833950
474,49,56,97,f,Private room,1,1,1,0,Kallang,Central Region,41566195
475,120,186,89,t,Entire home/apt,1,0,0,0,Toa Payoh,Central Region,46058588
476,90,99,100,t,Private room,1,1,5,317,Tanglin,Central Region,23733935
477,125,115,84,t,Entire home/apt,0,1,6,365,Outram,Central Region,24782626
478,120,99,0,f,Private room,2,2,1,73,Geylang,Central Region,41125664
479,500,391,65,f,Private room,2,3,3,0,Downtown Core,Central Region,19184001
480,967,251,73,t,Entire home/apt,2,2,1,138,Downtown Core,Central Region,51564284
481,51,67,72,t,Private room,1,1,0,347,Kallang,Central Region,48593056
482,167,187,0,f,Entire home/apt,1,1,0,365,Downtown Core,Central Region,40389032
483,40,121,91,f,Private room,0,1,2,365,Kallang,Central Region,40202857
484,69,94,0,f,Private room,1,1,81,359,Newton,Central Region,369141
485,48,61,73,t,Private room,1,2,77,117,Geylang,Central Region,22143968
486,368,222,100,f,Entire home/apt,2,3,0,0,Hougang,North-East Region,46057773
487,180,336,65,f,Entire home/apt,3,4,190,358,Geylang,Central Region,8200542
488,80,152,0,f,Shared room,1,1,0,365,Pasir Ris,East Region,15430456
